"interpro_accession","total_freq","inKaKs2","geneid_vec","interpro_description","geneid_vec_wKaKs2","expected_freq","IDlong","fisher_res","fisher_res_BF","fisher_res_Holm","fisher_res_BH","fisher_res_BY"
"IPR018095",1,0,"FUN_003688","Thymidylate kinase, conserved site",NA,0.00410813676119799,"Thymidylate kinase, conserved site IPR018095",1,1,1,1,1
"IPR018097",22,0,"FUN_002436,FUN_002436,FUN_004373,FUN_000561,FUN_000561,FUN_001376,FUN_000560,FUN_000560,FUN_008144,FUN_007028,FUN_009221,FUN_004646,FUN_004646,FUN_010220,FUN_010537,FUN_010537,FUN_009664,FUN_009618,FUN_009618,FUN_010483,FUN_001897,FUN_007729","EGF-like calcium-binding, conserved site",NA,0.0903790087463557,"EGF-like calcium-binding, conserved site IPR018097",1,1,1,1,1
"IPR018098",1,0,"FUN_010860","Ribosomal S24e conserved site",NA,0.00410813676119799,"Ribosomal S24e conserved site IPR018098",1,1,1,1,1
"IPR018099",1,0,"FUN_012042","Purine phosphorylase, family 2, conserved site",NA,0.00410813676119799,"Purine phosphorylase, family 2, conserved site IPR018099",1,1,1,1,1
"IPR018101",3,0,"FUN_014522,FUN_016561,FUN_016561","Translation elongation factor Ts, conserved site",NA,0.012324410283594,"Translation elongation factor Ts, conserved site IPR018101",1,1,1,1,1
"IPR018102",1,0,"FUN_010564","Ribosomal S11, conserved site",NA,0.00410813676119799,"Ribosomal S11, conserved site IPR018102",1,1,1,1,1
"IPR018104",1,0,"FUN_007240","Translation initiation factor 1A (eIF-1A), conserved site",NA,0.00410813676119799,"Translation initiation factor 1A (eIF-1A), conserved site IPR018104",1,1,1,1,1
"IPR018107",1,0,"FUN_015950","Sodium:dicarboxylate symporter, conserved site",NA,0.00410813676119799,"Sodium:dicarboxylate symporter, conserved site IPR018107",1,1,1,1,1
"IPR018108",77,0,"FUN_001464,FUN_001464,FUN_001447,FUN_001447,FUN_001215,FUN_001215,FUN_001215,FUN_003356,FUN_003356,FUN_003356,FUN_000573,FUN_000573,FUN_000573,FUN_003506,FUN_003506,FUN_003506,FUN_002799,FUN_002799,FUN_002799,FUN_000447,FUN_000447,FUN_000447,FUN_001744,FUN_001744,FUN_001744,FUN_001012,FUN_001012,FUN_001012,FUN_000564,FUN_000548,FUN_000548,FUN_000548,FUN_007437,FUN_007437,FUN_007437,FUN_009008,FUN_009008,FUN_009008,FUN_005502,FUN_005502,FUN_005502,FUN_005188,FUN_005188,FUN_005188,FUN_005398,FUN_005398,FUN_005398,FUN_008325,FUN_008325,FUN_008325,FUN_005449,FUN_005449,FUN_005449,FUN_008154,FUN_008154,FUN_008154,FUN_006928,FUN_006928,FUN_006928,FUN_007466,FUN_007466,FUN_007466,FUN_007189,FUN_007189,FUN_007883,FUN_007883,FUN_009161,FUN_009161,FUN_009161,FUN_005501,FUN_011033,FUN_011033,FUN_010665,FUN_010665,FUN_010409,FUN_010409,FUN_010409","Mitochondrial substrate/solute carrier",NA,0.316326530612245,"Mitochondrial substrate/solute carrier IPR018108",1,1,1,1,1
"IPR018109",4,0,"FUN_006128,FUN_012646,FUN_015435,FUN_015435","Folylpolyglutamate synthetase, conserved site",NA,0.0164325470447919,"Folylpolyglutamate synthetase, conserved site IPR018109",1,1,1,1,1
"IPR018110",2,0,"FUN_016066,FUN_014991","Mandelate racemase/muconate lactonizing enzyme, conserved site",NA,0.00821627352239597,"Mandelate racemase/muconate lactonizing enzyme, conserved site IPR018110",1,1,1,1,1
"IPR018117",1,0,"FUN_016801","DNA methylase, C-5 cytosine-specific, active site",NA,0.00410813676119799,"DNA methylase, C-5 cytosine-specific, active site IPR018117",1,1,1,1,1
"IPR018122",4,0,"FUN_003141,FUN_001785,FUN_012335,FUN_012184","Fork head domain conserved site1",NA,0.0164325470447919,"Fork head domain conserved site1 IPR018122",1,1,1,1,1
"IPR018123",4,0,"FUN_002626,FUN_004778,FUN_004778,FUN_001955","WWE domain, subgroup",NA,0.0164325470447919,"WWE domain, subgroup IPR018123",1,1,1,1,1
"IPR018124",4,0,"FUN_007978,FUN_007978,FUN_007978,FUN_006215","Calreticulin/calnexin, conserved site",NA,0.0164325470447919,"Calreticulin/calnexin, conserved site IPR018124",1,1,1,1,1
"IPR018129",1,0,"FUN_014505","Phosphoenolpyruvate carboxylase, Lys active site",NA,0.00410813676119799,"Phosphoenolpyruvate carboxylase, Lys active site IPR018129",1,1,1,1,1
"IPR018130",7,0,"FUN_003644,FUN_002114,FUN_002114,FUN_014521,FUN_014521,FUN_016560,FUN_016560","Ribosomal protein S2, conserved site",NA,0.0287569573283859,"Ribosomal protein S2, conserved site IPR018130",1,1,1,1,1
"IPR018136",10,0,"FUN_001487,FUN_001487,FUN_000639,FUN_000639,FUN_012656,FUN_012656,FUN_015192,FUN_014839,FUN_014839,FUN_015925","Aconitase family, 4Fe-4S cluster binding site",NA,0.0410813676119799,"Aconitase family, 4Fe-4S cluster binding site IPR018136",1,1,1,1,1
"IPR018143",1,0,"FUN_006370","Folate receptor-like",NA,0.00410813676119799,"Folate receptor-like IPR018143",1,1,1,1,1
"IPR018146",4,0,"FUN_001457,FUN_001457,FUN_014007,FUN_014007","Glyoxalase I, conserved site",NA,0.0164325470447919,"Glyoxalase I, conserved site IPR018146",1,1,1,1,1
"IPR018149",12,0,"FUN_002240,FUN_002240,FUN_002240,FUN_002240,FUN_002240,FUN_009991,FUN_009991,FUN_009991,FUN_009991,FUN_009991,FUN_014486,FUN_015419","Lysyl-tRNA synthetase, class II, C-terminal",NA,0.0492976411343758,"Lysyl-tRNA synthetase, class II, C-terminal IPR018149",1,1,1,1,1
"IPR018151",4,0,"FUN_014281,FUN_014281,FUN_015048,FUN_015284","Transcription elongation factor, GreA/GreB, conserved site",NA,0.0164325470447919,"Transcription elongation factor, GreA/GreB, conserved site IPR018151",1,1,1,1,1
"IPR018155",2,0,"FUN_001008,FUN_000699","Hyaluronidase",NA,0.00821627352239597,"Hyaluronidase IPR018155",1,1,1,1,1
"IPR018159",80,0,"FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001097,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_001110,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008274,FUN_008694,FUN_008694,FUN_008694,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116,FUN_001116","Spectrin/alpha-actinin",NA,0.328650940895839,"Spectrin/alpha-actinin IPR018159",1,1,1,1,1
"IPR018162",2,0,"FUN_001320,FUN_014726","Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily",NA,0.00821627352239597,"Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily IPR018162",1,1,1,1,1
"IPR018163",4,0,"FUN_001320,FUN_012599,FUN_014726,FUN_016265","Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily",NA,0.0164325470447919,"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily IPR018163",1,1,1,1,1
"IPR018164",2,0,"FUN_001320,FUN_014726","Alanyl-tRNA synthetase, class IIc, N-terminal",NA,0.00821627352239597,"Alanyl-tRNA synthetase, class IIc, N-terminal IPR018164",1,1,1,1,1
"IPR018165",2,0,"FUN_001320,FUN_014726","Alanyl-tRNA synthetase, class IIc, core domain",NA,0.00821627352239597,"Alanyl-tRNA synthetase, class IIc, core domain IPR018165",1,1,1,1,1
"IPR018166",1,0,"FUN_006660","S-adenosylmethionine decarboxylase, conserved site",NA,0.00410813676119799,"S-adenosylmethionine decarboxylase, conserved site IPR018166",1,1,1,1,1
"IPR018168",1,0,"FUN_013406","Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site",NA,0.00410813676119799,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site IPR018168",1,1,1,1,1
"IPR018170",17,0,"FUN_000194,FUN_003121,FUN_003121,FUN_003121,FUN_000758,FUN_004134,FUN_001902,FUN_001606,FUN_005222,FUN_005222,FUN_006888,FUN_006888,FUN_006888,FUN_013813,FUN_016766,FUN_016766,FUN_016766","Aldo/keto reductase, conserved site",NA,0.0698383249403658,"Aldo/keto reductase, conserved site IPR018170",1,1,1,1,1
"IPR018171",4,0,"FUN_014342,FUN_014342,FUN_016628,FUN_016628","Peptidyl-tRNA hydrolase, conserved site",NA,0.0164325470447919,"Peptidyl-tRNA hydrolase, conserved site IPR018171",1,1,1,1,1
"IPR018177",1,0,"FUN_009550","L-lactate dehydrogenase, active site",NA,0.00410813676119799,"L-lactate dehydrogenase, active site IPR018177",1,1,1,1,1
"IPR018181",29,0,"FUN_004039,FUN_004039,FUN_004039,FUN_005321,FUN_005321,FUN_005321,FUN_006977,FUN_006583,FUN_006583,FUN_011804,FUN_011804,FUN_011804,FUN_009975,FUN_009975,FUN_009975,FUN_014275,FUN_014275,FUN_014275,FUN_012114,FUN_012114,FUN_012114,FUN_012301,FUN_012301,FUN_012301,FUN_014897,FUN_014897,FUN_014897,FUN_010511,FUN_010511","Heat shock protein 70, conserved site",NA,0.119135966074742,"Heat shock protein 70, conserved site IPR018181",1,1,1,1,1
"IPR018187",2,0,"FUN_014347,FUN_016483","Asp/Glu racemase, active site 1",NA,0.00821627352239597,"Asp/Glu racemase, active site 1 IPR018187",1,1,1,1,1
"IPR018189",6,0,"FUN_009969,FUN_009969,FUN_014834,FUN_014834,FUN_016879,FUN_016879","Phosphoglucose isomerase, conserved site",NA,0.0246488205671879,"Phosphoglucose isomerase, conserved site IPR018189",1,1,1,1,1
"IPR018192",3,0,"FUN_000769,FUN_005239,FUN_014141","Ribosomal protein S5, N-terminal, conserved site",NA,0.012324410283594,"Ribosomal protein S5, N-terminal, conserved site IPR018192",1,1,1,1,1
"IPR018193",2,0,"FUN_013881,FUN_016648","Glycerate kinase, flavodoxin-like fold",NA,0.00821627352239597,"Glycerate kinase, flavodoxin-like fold IPR018193",1,1,1,1,1
"IPR018197",2,0,"FUN_013881,FUN_016648","Glycerate kinase, restriction-enzyme-like fold",NA,0.00821627352239597,"Glycerate kinase, restriction-enzyme-like fold IPR018197",1,1,1,1,1
"IPR018198",2,0,"FUN_005859,FUN_014416","ATP phosphoribosyltransferase, conserved site",NA,0.00821627352239597,"ATP phosphoribosyltransferase, conserved site IPR018198",1,1,1,1,1
"IPR018199",1,0,"FUN_010577","Ribosomal protein S4e, N-terminal, conserved site",NA,0.00410813676119799,"Ribosomal protein S4e, N-terminal, conserved site IPR018199",1,1,1,1,1
"IPR018200",33,0,"FUN_001532,FUN_001532,FUN_001619,FUN_000151,FUN_000151,FUN_004320,FUN_004320,FUN_001534,FUN_001534,FUN_005362,FUN_006591,FUN_006591,FUN_009174,FUN_009174,FUN_008994,FUN_008994,FUN_008404,FUN_005343,FUN_005343,FUN_006621,FUN_006621,FUN_008053,FUN_010309,FUN_010309,FUN_011789,FUN_009735,FUN_009735,FUN_000011,FUN_000011,FUN_005854,FUN_005854,FUN_010477,FUN_003241","Ubiquitin specific protease, conserved site",NA,0.135568513119534,"Ubiquitin specific protease, conserved site IPR018200",1,1,1,1,1
"IPR018201",5,0,"FUN_008581,FUN_012697,FUN_012743,FUN_015136,FUN_016843","Beta-ketoacyl synthase, active site",NA,0.0205406838059899,"Beta-ketoacyl synthase, active site IPR018201",1,1,1,1,1
"IPR018202",6,0,"FUN_003978,FUN_003694,FUN_006388,FUN_005847,FUN_016029,FUN_011091","Serine carboxypeptidase, serine active site",NA,0.0246488205671879,"Serine carboxypeptidase, serine active site IPR018202",1,1,1,1,1
"IPR018203",2,0,"FUN_002755,FUN_001226","GDP dissociation inhibitor",NA,0.00821627352239597,"GDP dissociation inhibitor IPR018203",1,1,1,1,1
"IPR018204",2,0,"FUN_006773,FUN_012648","Tryptophan synthase, alpha chain, active site",NA,0.00821627352239597,"Tryptophan synthase, alpha chain, active site IPR018204",1,1,1,1,1
"IPR018206",2,0,"FUN_013966,FUN_015241","Electron transfer flavoprotein subunit alpha, conserved site",NA,0.00821627352239597,"Electron transfer flavoprotein subunit alpha, conserved site IPR018206",1,1,1,1,1
"IPR018209",4,0,"FUN_012960,FUN_011945,FUN_011933,FUN_016845","Pyruvate kinase, active site",NA,0.0164325470447919,"Pyruvate kinase, active site IPR018209",1,1,1,1,1
"IPR018211",4,0,"FUN_014009,FUN_014695,FUN_012871,FUN_013929","Alcohol dehydrogenase, iron-type, conserved site",NA,0.0164325470447919,"Alcohol dehydrogenase, iron-type, conserved site IPR018211",1,1,1,1,1
"IPR018212",2,0,"FUN_012629,FUN_012629","Sodium/solute symporter, conserved site",NA,0.00821627352239597,"Sodium/solute symporter, conserved site IPR018212",1,1,1,1,1
"IPR018214",2,0,"FUN_014346,FUN_016735","Glutamyl-tRNA reductase, conserved site",NA,0.00821627352239597,"Glutamyl-tRNA reductase, conserved site IPR018214",1,1,1,1,1
"IPR018215",1,0,"FUN_015007","ClpP, Ser active site",NA,0.00410813676119799,"ClpP, Ser active site IPR018215",1,1,1,1,1
"IPR018219",1,0,"FUN_015118","Thiol peroxidase conserved site",NA,0.00410813676119799,"Thiol peroxidase conserved site IPR018219",1,1,1,1,1
"IPR018220",1,0,"FUN_013114","Adenylosuccinate synthase, GTP-binding site",NA,0.00410813676119799,"Adenylosuccinate synthase, GTP-binding site IPR018220",1,1,1,1,1
"IPR018222",2,0,"FUN_008049,FUN_006758","Nuclear transport factor 2, eukaryote",NA,0.00821627352239597,"Nuclear transport factor 2, eukaryote IPR018222",1,1,1,1,1
"IPR018223",4,0,"FUN_000423,FUN_000423,FUN_015221,FUN_015338","Argininosuccinate synthase, conserved site",NA,0.0164325470447919,"Argininosuccinate synthase, conserved site IPR018223",1,1,1,1,1
"IPR018225",3,0,"FUN_004994,FUN_014965,FUN_015872","Transaldolase, active site",NA,0.012324410283594,"Transaldolase, active site IPR018225",1,1,1,1,1
"IPR018227",1,0,"FUN_004307","Amino acid/polyamine transporter 2",NA,0.00410813676119799,"Amino acid/polyamine transporter 2 IPR018227",1,1,1,1,1
"IPR018228",6,0,"FUN_008702,FUN_012739,FUN_010311,FUN_013349,FUN_013349,FUN_016568","Deoxyribonuclease, TatD-related, conserved site",NA,0.0246488205671879,"Deoxyribonuclease, TatD-related, conserved site IPR018228",1,1,1,1,1
"IPR018232",2,0,"FUN_006990,FUN_006990","Glycoside hydrolase, family 37, conserved site",NA,0.00821627352239597,"Glycoside hydrolase, family 37, conserved site IPR018232",1,1,1,1,1
"IPR018234",8,0,"FUN_005281,FUN_005281,FUN_014387,FUN_014387,FUN_016024,FUN_016024,FUN_015599,FUN_015599","GTP cyclohydrolase I, conserved site",NA,0.0328650940895839,"GTP cyclohydrolase I, conserved site IPR018234",1,1,1,1,1
"IPR018236",5,0,"FUN_008619,FUN_008619,FUN_014639,FUN_014639,FUN_016108","SAICAR synthetase, conserved site",NA,0.0205406838059899,"SAICAR synthetase, conserved site IPR018236",1,1,1,1,1
"IPR018240",1,0,"FUN_001374","Clathrin adaptor, mu subunit, conserved site",NA,0.00410813676119799,"Clathrin adaptor, mu subunit, conserved site IPR018240",1,1,1,1,1
"IPR018247",166,0,"FUN_003219,FUN_003219,FUN_002396,FUN_001965,FUN_002122,FUN_000294,FUN_000294,FUN_000294,FUN_000294,FUN_000532,FUN_000532,FUN_000532,FUN_002802,FUN_002228,FUN_004276,FUN_002167,FUN_002167,FUN_000185,FUN_000185,FUN_000185,FUN_000185,FUN_000185,FUN_000340,FUN_002076,FUN_002076,FUN_004186,FUN_001194,FUN_001188,FUN_001188,FUN_000178,FUN_000178,FUN_000377,FUN_000969,FUN_002313,FUN_001316,FUN_001055,FUN_000729,FUN_001787,FUN_004422,FUN_004422,FUN_004179,FUN_004179,FUN_000204,FUN_001699,FUN_001770,FUN_001770,FUN_001009,FUN_001009,FUN_004300,FUN_000737,FUN_001712,FUN_001584,FUN_001584,FUN_001275,FUN_001395,FUN_001395,FUN_003552,FUN_000007,FUN_000244,FUN_000575,FUN_001110,FUN_001110,FUN_004348,FUN_000407,FUN_000407,FUN_000407,FUN_000407,FUN_004471,FUN_004471,FUN_002735,FUN_000925,FUN_000925,FUN_000925,FUN_001230,FUN_001230,FUN_001230,FUN_001230,FUN_004530,FUN_004530,FUN_004530,FUN_007991,FUN_007991,FUN_007991,FUN_007991,FUN_007991,FUN_007991,FUN_007991,FUN_004974,FUN_004974,FUN_006750,FUN_005977,FUN_005977,FUN_005977,FUN_008859,FUN_008694,FUN_008694,FUN_008370,FUN_008325,FUN_008325,FUN_004714,FUN_004714,FUN_005395,FUN_005395,FUN_005395,FUN_006137,FUN_006137,FUN_006137,FUN_006137,FUN_008717,FUN_008717,FUN_007734,FUN_007734,FUN_009110,FUN_006045,FUN_006045,FUN_008652,FUN_005951,FUN_008701,FUN_008106,FUN_005057,FUN_008070,FUN_007678,FUN_006445,FUN_011123,FUN_010685,FUN_010685,FUN_010051,FUN_012974,FUN_010840,FUN_010840,FUN_010840,FUN_010840,FUN_010840,FUN_010840,FUN_010273,FUN_010273,FUN_010965,FUN_012481,FUN_014272,FUN_009634,FUN_011254,FUN_010153,FUN_009806,FUN_016075,FUN_008038,FUN_005099,FUN_005099,FUN_009531,FUN_009531,FUN_006380,FUN_006380,FUN_006380,FUN_006380,FUN_006380,FUN_005634,FUN_000011,FUN_001288,FUN_010600,FUN_010600,FUN_003241,FUN_004524,FUN_007331,FUN_007331,FUN_009788,FUN_009788,FUN_008413","EF-Hand 1, calcium-binding site",NA,0.681950702358866,"EF-Hand 1, calcium-binding site IPR018247",1,1,1,1,1
"IPR018252",5,0,"FUN_006808,FUN_006808,FUN_005037,FUN_010467,FUN_004035","Annexin repeat, conserved site",NA,0.0205406838059899,"Annexin repeat, conserved site IPR018252",1,1,1,1,1
"IPR018253",16,0,"FUN_004052,FUN_001514,FUN_001011,FUN_004549,FUN_003717,FUN_002872,FUN_003936,FUN_002788,FUN_001812,FUN_004694,FUN_006559,FUN_014276,FUN_011133,FUN_009288,FUN_016182,FUN_007016","DnaJ domain, conserved site",NA,0.0657301881791678,"DnaJ domain, conserved site IPR018253",1,1,1,1,1
"IPR018257",1,0,"FUN_014449","Ribosomal protein L19, conserved site",NA,0.00410813676119799,"Ribosomal protein L19, conserved site IPR018257",1,1,1,1,1
"IPR018258",2,0,"FUN_013213,FUN_015273","Ribosomal protein L21, conserved site",NA,0.00821627352239597,"Ribosomal protein L21, conserved site IPR018258",1,1,1,1,1
"IPR018259",1,0,"FUN_010541","Ribosomal protein L21e, conserved site",NA,0.00410813676119799,"Ribosomal protein L21e, conserved site IPR018259",1,1,1,1,1
"IPR018261",1,0,"FUN_013212","Ribosomal protein L27, conserved site",NA,0.00410813676119799,"Ribosomal protein L27, conserved site IPR018261",1,1,1,1,1
"IPR018266",1,0,"FUN_007138","Ribosomal protein L35Ae, conserved site",NA,0.00410813676119799,"Ribosomal protein L35Ae, conserved site IPR018266",1,1,1,1,1
"IPR018267",1,0,"FUN_003308","Ribosomal protein L37e, conserved site",NA,0.00410813676119799,"Ribosomal protein L37e, conserved site IPR018267",1,1,1,1,1
"IPR018268",2,0,"FUN_005637,FUN_014129","Ribosomal protein S10, conserved site",NA,0.00821627352239597,"Ribosomal protein S10, conserved site IPR018268",1,1,1,1,1
"IPR018269",2,0,"FUN_010567,FUN_014143","Ribosomal protein S13, conserved site",NA,0.00821627352239597,"Ribosomal protein S13, conserved site IPR018269",1,1,1,1,1
"IPR018271",1,0,"FUN_014138","Ribosomal protein S14, conserved site",NA,0.00410813676119799,"Ribosomal protein S14, conserved site IPR018271",1,1,1,1,1
"IPR018273",1,0,"FUN_004677","Ribosomal protein S17e, conserved site",NA,0.00410813676119799,"Ribosomal protein S17e, conserved site IPR018273",1,1,1,1,1
"IPR018274",2,0,"FUN_004959,FUN_015103","PEP-utilising enzyme, active site",NA,0.00821627352239597,"PEP-utilising enzyme, active site IPR018274",1,1,1,1,1
"IPR018275",1,0,"FUN_013110","Ribosomal protein S18, conserved site",NA,0.00410813676119799,"Ribosomal protein S18, conserved site IPR018275",1,1,1,1,1
"IPR018278",1,0,"FUN_013487","Ribosomal protein S21, conserved site",NA,0.00410813676119799,"Ribosomal protein S21, conserved site IPR018278",1,1,1,1,1
"IPR018280",2,0,"FUN_014133,FUN_015472","Ribosomal protein S3, conserved site",NA,0.00821627352239597,"Ribosomal protein S3, conserved site IPR018280",1,1,1,1,1
"IPR018281",1,0,"FUN_001073","Ribosomal protein S3Ae, conserved site",NA,0.00410813676119799,"Ribosomal protein S3Ae, conserved site IPR018281",1,1,1,1,1
"IPR018282",1,0,"FUN_007544","Ribosomal protein S6e, conserved site",NA,0.00410813676119799,"Ribosomal protein S6e, conserved site IPR018282",1,1,1,1,1
"IPR018294",1,0,"FUN_014536","4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site",NA,0.00410813676119799,"4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site IPR018294",1,1,1,1,1
"IPR018297",3,0,"FUN_002974,FUN_000160,FUN_009740","Adenylyl cyclase class-4/guanylyl cyclase, conserved site",NA,0.012324410283594,"Adenylyl cyclase class-4/guanylyl cyclase, conserved site IPR018297",1,1,1,1,1
"IPR018298",1,0,"FUN_007935","Adrenodoxin, iron-sulphur binding site",NA,0.00410813676119799,"Adrenodoxin, iron-sulphur binding site IPR018298",1,1,1,1,1
"IPR018300",3,0,"FUN_008466,FUN_013158,FUN_015640","Aminotransferase, class IV, conserved site",NA,0.012324410283594,"Aminotransferase, class IV, conserved site IPR018300",1,1,1,1,1
"IPR018301",1,0,"FUN_001921","Aromatic amino acid hydroxylase, iron/copper binding site",NA,0.00410813676119799,"Aromatic amino acid hydroxylase, iron/copper binding site IPR018301",1,1,1,1,1
"IPR018303",15,0,"FUN_004069,FUN_003061,FUN_001415,FUN_003666,FUN_005190,FUN_006736,FUN_005871,FUN_013721,FUN_013672,FUN_010481,FUN_014752,FUN_016589,FUN_016115,FUN_014860,FUN_005521","P-type ATPase, phosphorylation site",NA,0.0616220514179698,"P-type ATPase, phosphorylation site IPR018303",1,1,1,1,1
"IPR018307",1,0,"FUN_010902","AVL9/DENND6 domain",NA,0.00410813676119799,"AVL9/DENND6 domain IPR018307",1,1,1,1,1
"IPR018312",2,0,"FUN_013847,FUN_015835","Chromosomal replication control, initiator DnaA, conserved site",NA,0.00821627352239597,"Chromosomal replication control, initiator DnaA, conserved site IPR018312",1,1,1,1,1
"IPR018313",1,0,"FUN_013555","Solute-binding protein family 3, conserved site",NA,0.00410813676119799,"Solute-binding protein family 3, conserved site IPR018313",1,1,1,1,1
"IPR018314",3,0,"FUN_000086,FUN_005645,FUN_013836","Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site",NA,0.012324410283594,"Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site IPR018314",1,1,1,1,1
"IPR018316",7,0,"FUN_004997,FUN_005020,FUN_005003,FUN_011269,FUN_013226,FUN_010209,FUN_016430","Tubulin/FtsZ, 2-layer sandwich domain",NA,0.0287569573283859,"Tubulin/FtsZ, 2-layer sandwich domain IPR018316",1,1,1,1,1
